parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	hierarchicalOptimization	objectivePriorType	objectivePriorParameters
kPhRbD		log	1.2963675573376024e-16	1.2964062078318177e-14	6.030097877033537e-15	1	0	uniform	
kPhRbE		log	4.222173715405319e-14	4.221877388370336e-12	2.2059163912761436e-12	1	0	uniform	
kDpRb		log	0.0001389995308526596	0.01389995050004046	0.0030636702913889023	1	0	uniform	
kPhRb		log	3.4500588950158183e-14	3.450161756646151e-12	1.2326878376257095e-12	1	0	uniform	
kSyCe1		log	2773.270542030031	277335.3225583027	248451.5511480896	1	0	uniform	
kSyCe2		log	0.008399488120600044	0.8399511756892891	0.41234424511420864	1	0	uniform	
kDeCe		log	1.3900301881082116e-05	0.0013900021292585867	1.6260909451079932e-05	1	0	uniform	
kDiE2fRb		log	3.469898923881896e-05	0.00347000237703194	0.0031891191091939163	1	0	uniform	
kAsE2fRb		log	2.789901272266606e-13	2.7899844516563102e-11	5.1025027202969855e-12	1	0	uniform	
kSyE2f1		log	94183.4730647647	835048195.2400335	18632730.11276826	1	0	uniform	
kSyE2f2		log	0.21832947585735307	1390.00135368726	7.5253293263451555	1	0	uniform	
kDeE2f1		log	1.8300173816366534e-05	0.06930349092201285	0.004445848026288896	1	0	uniform	
kDeE2f2		log	2.299856157814578e-17	2.299924726775845e-15	2.329340807286829e-17	1	0	uniform	
kPhE2f		log	1.899909415385189e-13	2.3000618708310047e-11	4.464648804009944e-12	1	0	uniform	
kDpE2f2		log	1.1500509076562941e-13	1.8599247370126037e-11	1.1868246113364261e-13	1	0	uniform	
kSyEmi1		log	416982.6945333631	41699512.66457082	38343409.24758417	1	0	uniform	
kSyEmi2		log	0.6930001938960458	69.29966000146042	0.7472118376917497	1	0	uniform	
kDeEmi1		log	3.529992163455344e-07	3.53009740825262e-05	2.111434939018437e-06	1	0	uniform	
kDeEmi2		log	6.929555369917676e-07	6.929969866820634e-05	2.424553431061992e-06	1	0	uniform	
kDeEmi3		log	0.00347000237703194	0.3470001731652881	0.015346436265579789	1	0	uniform	
kPhEmiA		log	8.250854468203663e-19	8.250275394151895e-17	3.463962798106851e-17	1	0	uniform	
kPhEmiB		log	8.83018879002319e-15	2.8800887680966727e-12	3.976962721206207e-13	1	0	uniform	
kDpEmi		log	2.8382579056636453e-08	2.838058706718648e-06	2.259862970665816e-07	1	0	uniform	
kSyCa1		log	385104.06001420895	38511554.16824357	5850731.249881868	1	0	uniform	
kSyCa2		log	0.621373031985964	62.13729164179893	10.360455335212748	1	0	uniform	
kDeCa1		log	6.929793391978133e-09	6.930000000000749e-07	1.1741085849374447e-08	1	0	uniform	
