parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	hierarchicalOptimization	objectivePriorType	objectivePriorParameters
kImImE2F_DBD_RB11_Ser332p__RB1_E2F1_Ser807_Ser811u__1		log	0.001350234	16.60003719	0.88847559	1	0	uniform	
kExImE2F_DBD_RB11_Ser332p__RB1_E2F1_Ser807_Ser811u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImRB1_E2F_Ser807_Ser811u__1		log	1.66E-05	0.165999583	0.000271703	1	0	uniform	
kExImRB1_E2F_Ser807_Ser811u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImRB1_E2F_Ser807_Ser811p__1		log	0.016600043	267.3612393	28.14164104	1	0	uniform	
kExImRB1_E2F_Ser807_Ser811p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImPPP2R2B_ENSA_ARPP19__1		log	0.016600043	125.9888018	7.250168427	1	0	uniform	
kExImPPP2R2B_ENSA_ARPP19__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImAPC_FBXO5_FZR1_CDC20_Ser355u__1		log	0.000759322	0.165999583	0.000810052	1	0	uniform	
kExImAPC_FBXO5_FZR1_CDC20_Ser355u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCDC20_APC__1		log	0.001659996	0.165999583	0.036726291	1	0	uniform	
kExImCDC20_APC__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImAPC_FBXO5_FZR1_CDC201_Ser355p__CDC20_APC1__1		log	0.001659996	0.165999583	0.044877998	1	0	uniform	
kExImAPC_FBXO5_FZR1_CDC201_Ser355p__CDC20_APC1__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImAPC_FBXO5_FZR1_CDC20_Ser355p__1		log	3.37E-05	0.003366371	0.00062304	1	0	uniform	
kExImAPC_FBXO5_FZR1_CDC20_Ser355p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImAPC_FBXO5_FZR1_CDC201_Ser355u__FZR1_APC1_FBXO5_nTermu__1		log	1.69E-07	0.00166	3.46E-07	1	0	uniform	
kExImAPC_FBXO5_FZR1_CDC201_Ser355u__FZR1_APC1_FBXO5_nTermu__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImFZR1_APC_FBXO5_nTermu__1		log	0.000166	1.66000066	0.465180806	1	0	uniform	
kExImFZR1_APC_FBXO5_nTermu__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImFZR1_APC_FBXO5_nTermp__1		log	1.66E-06	0.166310293	1.79E-05	1	0	uniform	
kExImFZR1_APC_FBXO5_nTermp__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImAPC_FBXO51_FZR1_CDC202_Ser355u__FBXO5_APC1_FZR13_Ser182u__FZR1_APC2_FBXO53_nTermu__1		log	1.66E-05	0.165999583	2.06E-05	1	0	uniform	
kExImAPC_FBXO51_FZR1_CDC202_Ser355u__FBXO5_APC1_FZR13_Ser182u__FZR1_APC2_FBXO53_nTermu__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImFBXO5_APC_FZR1_Ser182u__1		log	1.66E-05	0.008484626	0.000653263	1	0	uniform	
kExImFBXO5_APC_FZR1_Ser182u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImAPC_FBXO51_FZR1_CDC202_Ser355p__FBXO5_APC1_FZR13_Ser182u__FZR1_APC2_FBXO53_nTermu__1		log	0.001642066	16.59995526	0.163725988	1	0	uniform	
kExImAPC_FBXO51_FZR1_CDC202_Ser355p__FBXO5_APC1_FZR13_Ser182u__FZR1_APC2_FBXO53_nTermu__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImAPC_FBXO5_FZR1_CDC201_Ser355p__FZR1_APC1_FBXO5_nTermu__1		log	0.000901642	0.090164455	0.003166108	1	0	uniform	
kExImAPC_FBXO5_FZR1_CDC201_Ser355p__FZR1_APC1_FBXO5_nTermu__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImFBXO5_APC_FZR1_Ser182p__1		log	5.79E-05	0.005787933	0.003404404	1	0	uniform	
kExImFBXO5_APC_FZR1_Ser182p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImFOXM1_DBD_Thr600u__1		log	0.001659996	16.59995526	0.305988505	1	0	uniform	
kExImFOXM1_DBD_Thr600u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImFOXM1_DBD_Thr600p__1		log	0.001659996	0.165999583	0.069265933	1	0	uniform	
kExImFOXM1_DBD_Thr600p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImWEE1_Ser123u__1		log	0.001659996	0.165999583	0.002324417	1	0	uniform	
kExImWEE1_Ser123u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNB_CDK1_Thr14_Tyr15p_CDKN1A__1		log	0.000416056	1.66000066	0.0279112	1	0	uniform	
kExImCCNB_CDK1_Thr14_Tyr15p_CDKN1A__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImWEE1_Ser123p__1		log	0.000166	0.016600043	0.004907533	1	0	uniform	
kExImWEE1_Ser123p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCDC25_pSitesp__1		log	0.000225004	1.66000066	0.014291976	1	0	uniform	
kExImCDC25_pSitesp__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCDC25_pSitesu__1		log	0.001659996	0.165999583	0.12743379	1	0	uniform	
kExImCDC25_pSitesu__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImMASTL_Thr198u__1		log	0.001659996	0.176443146	0.002248746	1	0	uniform	
kExImMASTL_Thr198u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImMASTL_Thr198p__1		log	0.016600043	1.66000066	0.040625628	1	0	uniform	
kExImMASTL_Thr198p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImENSA_ARPP19_PPP2R2B_Ser62_Ser67u__1		log	0.001659996	0.165999583	0.147981779	1	0	uniform	
kExImENSA_ARPP19_PPP2R2B_Ser62_Ser67u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImENSA_ARPP19_PPP2R2B_Ser62_Ser67p__1		log	0.000166	0.016600043	0.001961661	1	0	uniform	
kExImENSA_ARPP19_PPP2R2B_Ser62_Ser67p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImENSA_ARPP19_PPP2R2B1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP191__1		log	0.000166	1.66000398	0.0595624	1	0	uniform	
kExImENSA_ARPP19_PPP2R2B1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP191__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImSKP2_1		log	0.081842857	336690.7055	3744.995995	1	0	uniform	
kExImSKP2_1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImTP53_DBD_Ser15p__1		log	0.016600043	166.0003671	7.78997123	1	0	uniform	
kExImTP53_DBD_Ser15p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImFOXO_DBD__1		log	0.000166001	1.66000066	0.014213183	1	0	uniform	
kExImFOXO_DBD__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCDKN1A_CCNE_A_B_Ser130u__1		log	0.016600043	1.66000066	0.133377575	1	0	uniform	
kExImCDKN1A_CCNE_A_B_Ser130u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCDKN1B_CCNE_A_Thr187u__1		log	0.016600043	1.66000066	0.974633132	1	0	uniform	
kExImCDKN1B_CCNE_A_Thr187u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNA_CDKN1A_B1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.001764549	16.59995526	0.101806499	1	0	uniform	
kExImCCNA_CDKN1A_B1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNE_CDKN1A_B1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.016600043	1.66000066	0.768484051	1	0	uniform	
kExImCCNE_CDKN1A_B1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNB_CDK1_Thr14_Tyr15u_CDKN1A1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.000450974	1.66000066	0.000484373	1	0	uniform	
kExImCCNB_CDK1_Thr14_Tyr15u_CDKN1A1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNB_CDK1_Thr14_Tyr15p_CDKN1A1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.165999583	13879.90024	6408.065289	1	0	uniform	
kExImCCNB_CDK1_Thr14_Tyr15p_CDKN1A1__CDKN1A_CCNE_A_B1_Ser130u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCDKN1A_CCNE_A_B_Ser130p__1		log	0.165999988	16600908.82	1104.190457	1	0	uniform	
kExImCDKN1A_CCNE_A_B_Ser130p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNA_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187u__1		log	0.000692247	16.59995526	0.131681784	1	0	uniform	
kExImCCNA_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNE_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187u__1		log	0.165999583	166.0003671	31.3640712	1	0	uniform	
kExImCCNE_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187u__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCDKN1B_CCNE_A_Thr187p__1		log	0.165999992	16600908.82	21451.78952	1	0	uniform	
kExImCDKN1B_CCNE_A_Thr187p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNA_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187p__1		log	0.068873505	16.59995526	0.077982387	1	0	uniform	
kExImCCNA_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kImImCCNE_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187p__1		log	0.001659903	166001.1508	0.040660874	1	0	uniform	
kExImCCNE_CDKN1A_B1__CDKN1B_CCNE_A1_Thr187p__1		log	0.00166	0.166	0.016605779	0	0	uniform	
kIm_2		log	0.0166	1.66	0	0	0	uniform	
kEx_2		log	0.0166	1.66	0	0	0	uniform	
ic_wt_Cyt__CCND		lin	9747590712	9.75E+11	97475907115	0	0	uniform	
ic_wt_Cyt__CCNE_CDKN1A_B_		lin	94223752.43	9422375243	942237524.3	1	0	uniform	
ic_wt_Cyt__E2F_DBD_RB1_Ser332u_		lin	916205.7831	91620578.31	9162057.831	1	0	uniform	
ic_wt_Cyt__E2F_DBD_RB1_Ser332p_		lin	3372974.833	337297483.3	33729748.33	1	0	uniform	
ic_wt_Cyt__CCNA_CDKN1A_B_		lin	1813749.604	181374960.4	18137496.04	1	0	uniform	
ic_wt_Cyt__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_		lin	79128738.68	7912873868	791287386.8	1	0	uniform	
ic_wt_Cyt__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_		lin	17347494.36	1734749436	173474943.6	1	0	uniform	
ic_wt_Cyt__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_		lin	8911149.619	891114961.9	89111496.19	1	0	uniform	
ic_wt_Cyt__RB1_E2F_Ser807_Ser811u_		lin	1.52E+11	1.52E+13	1.52E+12	1	0	uniform	
ic_wt_Cyt__RB1_E2F_Ser807_Ser811p_		lin	141269237.9	14126923792	1412692379	1	0	uniform	
ic_wt_Cyt__PPP2R2B_ENSA_ARPP19_		lin	34289.99796	3428999.796	342899.9796	1	0	uniform	
ic_wt_Cyt__APC_FBXO5_FZR1_CDC20_Ser355u_		lin	1940272404	1.94E+11	19402724042	1	0	uniform	
ic_wt_Cyt__CDC20_APC_		lin	3202.304225	320230.4225	32023.04225	1	0	uniform	
ic_wt_Cyt__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_		lin	9.621797698	962.1797698	96.21797698	1	0	uniform	
ic_wt_Cyt__APC_FBXO5_FZR1_CDC20_Ser355p_		lin	1861706576	1.86E+11	18617065758	1	0	uniform	
ic_wt_Cyt__APC_FBXO5_FZR1_CDC20_1_Ser355u__FZR1_APC_1_FBXO5_nTermu_		lin	79564334377	7.96E+12	7.96E+11	1	0	uniform	
ic_wt_Cyt__FZR1_APC_FBXO5_nTermu_		lin	13778974729	1.38E+12	1.38E+11	1	0	uniform	
ic_wt_Cyt__FZR1_APC_FBXO5_nTermp_		lin	4.38E+11	4.38E+13	4.38E+12	1	0	uniform	
ic_wt_Cyt__APC_FBXO5_1_FZR1_CDC20_2_Ser355u__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_		lin	533545557.4	53354555739	5335455574	1	0	uniform	
ic_wt_Cyt__FBXO5_APC_FZR1_Ser182u_		lin	142771623.4	14277162340	1427716234	1	0	uniform	
ic_wt_Cyt__APC_FBXO5_1_FZR1_CDC20_2_Ser355p__FBXO5_APC_1_FZR1_3_Ser182u__FZR1_APC_2_FBXO5_3_nTermu_		lin	168131157.7	16813115774	1681311577	1	0	uniform	
ic_wt_Cyt__APC_FBXO5_FZR1_CDC20_1_Ser355p__FZR1_APC_1_FBXO5_nTermu_		lin	1.65E+11	1.65E+13	1.65E+12	1	0	uniform	
ic_wt_Cyt__FBXO5_APC_FZR1_Ser182p_		lin	107530349.2	10753034917	1075303492	1	0	uniform	
ic_wt_Cyt__FOXM1_DBD_Thr600u_		lin	947730.426	94773042.6	9477304.26	1	0	uniform	
ic_wt_Cyt__FOXM1_DBD_Thr600p_		lin	66343.02519	6634302.519	663430.2519	1	0	uniform	
ic_wt_Cyt__WEE1_Ser123u_		lin	15608024097	1.56E+12	1.56E+11	1	0	uniform	
ic_wt_Cyt__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_		lin	156253999.8	15625399977	1562539998	1	0	uniform	
ic_wt_Cyt__WEE1_Ser123p_		lin	1.29E+12	1.29E+14	1.29E+13	1	0	uniform	
ic_wt_Cyt__CDC25_pSitesp_		lin	3.44E+12	3.44E+14	3.44E+13	1	0	uniform	
ic_wt_Cyt__CDC25_pSitesu_		lin	6.80E+11	6.80E+13	6.80E+12	1	0	uniform	
ic_wt_Cyt__MASTL_Thr198u_		lin	2.27E+11	2.27E+13	2.27E+12	1	0	uniform	
ic_wt_Cyt__MASTL_Thr198p_		lin	9077479546	9.08E+11	90774795464	1	0	uniform	
ic_wt_Cyt__ENSA_ARPP19_PPP2R2B_Ser62_Ser67u_		lin	2303928180	2.30E+11	23039281796	1	0	uniform	
ic_wt_Cyt__ENSA_ARPP19_PPP2R2B_Ser62_Ser67p_		lin	1.92E+12	1.92E+14	1.92E+13	1	0	uniform	
ic_wt_Cyt__ENSA_ARPP19_PPP2R2B_1_Ser62_Ser67p__PPP2R2B_ENSA_ARPP19_1_		lin	1860178079	1.86E+11	18601780787	1	0	uniform	
ic_wt_Cyt__SKP2		lin	58130.53376	5813053.376	581305.3376	1	0	uniform	
ic_wt_Cyt__TP53_DBD_Ser15p_		lin	0	0	0	0	0	uniform	
ic_wt_Cyt__FOXO_DBD_		lin	6487032562	6.49E+11	64870325624	1	0	uniform	
ic_wt_Num__NUP_pSitesu_		lin	1229.251355	122925.1355	12292.51355	1	0	uniform	
ic_wt_Nuc__CCND		lin	2292409288	2.29E+11	22924092885	0	0	uniform	
ic_wt_Nuc__CCNE_CDKN1A_B_		lin	1382084222	1.38E+11	13820842217	1	0	uniform	
ic_wt_Nuc__E2F_DBD_RB1_Ser332u_		lin	1117749.104	111774910.4	11177491.04	1	0	uniform	
ic_wt_Nuc__E2F_DBD_RB1_Ser332p_		lin	34435204.39	3443520439	344352043.9	1	0	uniform	
ic_wt_Nuc__CCNA_CDKN1A_B_		lin	559463769.7	55946376969	5594637697	1	0	uniform	
ic_wt_Nuc__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_		lin	234061927.9	23406192790	2340619279	1	0	uniform	
ic_wt_Nuc__E2F_DBD_RB1_1_Ser332u__RB1_E2F_1_Ser807_Ser811u_		lin	50852727.41	5085272741	508527274.1	1	0	uniform	
ic_wt_Nuc__E2F_DBD_RB1_1_Ser332p__RB1_E2F_1_Ser807_Ser811u_		lin	467685676.8	46768567683	4676856768	1	0	uniform	
ic_wt_Nuc__RB1_E2F_Ser807_Ser811u_		lin	2814081698	2.81E+11	28140816985	1	0	uniform	
ic_wt_Nuc__RB1_E2F_Ser807_Ser811p_		lin	2.39E+11	2.39E+13	2.39E+12	1	0	uniform	
ic_wt_Nuc__PPP2R2B_ENSA_ARPP19_		lin	11352119.84	1135211984	113521198.4	1	0	uniform	
ic_wt_Nuc__APC_FBXO5_FZR1_CDC20_Ser355u_		lin	12973089.49	1297308949	129730894.9	1	0	uniform	
ic_wt_Nuc__CDC20_APC_		lin	6790.024468	679002.4468	67900.24468	1	0	uniform	
ic_wt_Nuc__APC_FBXO5_FZR1_CDC20_1_Ser355p__CDC20_APC_1_		lin	26.01085487	2601.085487	260.1085487	1	0	uniform	
