parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	hierarchicalOptimization	objectivePriorType	objectivePriorParameters
kPhRbD		log	1.2963675573376024e-16	1.2964062078318177e-14	5.86797622967237e-15	1	0	uniform	
kPhRbE		log	4.222173715405319e-14	4.221877388370336e-12	2.3527784177300117e-12	1	0	uniform	
kDpRb		log	0.0001389995308526596	0.01389995050004046	0.0029255594577553435	1	0	uniform	
kPhRb		log	3.4500588950158183e-14	3.450161756646151e-12	8.894386662192129e-13	1	0	uniform	
kSyCe1		log	2773.270542030031	277335.3225583027	237951.8586664382	1	0	uniform	
kSyCe2		log	0.008399488120600047	0.8399511756892891	0.3680811244639028	1	0	uniform	
kDeCe		log	1.3900301881082116e-05	0.0013900021292585867	1.753502611266683e-05	1	0	uniform	
kDiE2fRb		log	3.469898923881896e-05	0.00347000237703194	0.003019713761319219	1	0	uniform	
kAsE2fRb		log	2.789901272266606e-13	2.7899844516563102e-11	3.278102287720169e-12	1	0	uniform	
kSyE2f1		log	94183.4730647647	835048195.2400335	18530369.42886126	1	0	uniform	
kSyE2f2		log	0.21832947585735307	1390.00135368726	9.982570103575664	1	0	uniform	
kDeE2f1		log	1.8300173816366534e-05	0.06930349092201285	0.0044526019600187065	1	0	uniform	
kDeE2f2		log	2.3292713613272574e-19	2.329340807286829e-17	2.3081939352249568e-17	1	0	uniform	
kPhE2f		log	1.899909415385189e-13	2.3000618708310047e-11	4.579839747874299e-12	1	0	uniform	
kDpE2f2		log	7.338515878274683e-16	1.1868246113364261e-13	1.1547252044238735e-13	1	0	uniform	
kSyEmi1		log	416982.6945333631	41699512.66457082	38286360.32879045	1	0	uniform	
kSyEmi2		log	0.6930001938960458	69.29966000146042	0.7537990285984669	1	0	uniform	
kDeEmi1		log	3.529992163455344e-07	3.53009740825262e-05	2.205988987460984e-06	1	0	uniform	
kDeEmi2		log	6.929555369917676e-07	6.929969866820634e-05	2.04062029878643e-06	1	0	uniform	
kDeEmi3		log	0.00347000237703194	0.3470001731652881	0.015464196701548737	1	0	uniform	
kPhEmiA		log	8.250854468203663e-19	8.250275394151895e-17	3.7235084061291446e-17	1	0	uniform	
kPhEmiB		log	8.830188790024069e-15	2.8800887680966727e-12	4.081781174655529e-13	1	0	uniform	
kDpEmi		log	2.8382579056636453e-08	2.838058706718648e-06	2.3040654177545915e-07	1	0	uniform	
kSyCa1		log	385104.06001420895	38511554.16824357	4454049.572968728	1	0	uniform	
kSyCa2		log	0.621373031985964	62.13729164179893	10.513285585064017	1	0	uniform	
kDeCa1		log	6.929793391978133e-09	6.930000000000749e-07	1.3574345281278192e-08	1	0	uniform	
kDeCa2		log	4.60009242144035e-15	4.600229570695989e-13	7.81052577329333e-15	1	0	uniform	
kDeCa3		log	1.0984957670993989e-15	1.098528518153717e-13	5.7761705489476564e-15	1	0	uniform	
kDpCdh		log	0.0003469985349751356	0.034699847043754985	0.013802280796081083	1	0	uniform	
kPhCdhA		log	2.88020504531956e-16	2.880290917066295e-14	3.0101303409543188e-15	1	0	uniform	
kPhCdhE		log	8.234355874091585e-16	8.234601376932881e-14	1.150524200526507e-15	1	0	uniform	
kPhCdhB		log	6.699600504151601e-17	6.699800249100421e-15	2.505197836728324e-15	1	0	uniform	
kDiACE		log	5.961497455802987e-06	0.0005961496347035081	0.0005172747576625643	1	0	uniform	
kAsACE		log	1.1125914937172392e-13	1.1124187450549136e-10	8.978592508370385e-12	1	0	uniform	
kDiACdh		log	1.3837891052300241e-05	0.0013837888478617538	0.0002912706092303718	1	0	uniform	
kAsACdh		log	2.3317299024267643e-12	2.33179942168593e-10	2.7269128633653874e-12	1	0	uniform	
kPhCeA		log	2.782057294176896e-17	2.7821402397032213e-15	1.8732973477287622e-16	1	0	uniform	
kPhCeE		log	1.9871836206296396e-17	3.525291371056448e-14	2.0200387010238374e-17	1	0	uniform	
kPhFoxE		log	1.1499994773593565e-16	1.1500509076562941e-13	2.782930561500197e-16	1	0	uniform	
kPhFoxA		log	9.946520105124355e-15	9.94681665521189e-13	1.2504692580923838e-14	1	0	uniform	
kPhFoxB		log	5.749865107165492e-15	5.750036536267752e-13	3.6780005334835153e-13	1	0	uniform	
kDpFox		log	1.0000105580200096e-06	0.00010000003719762515	4.763379800691994e-05	1	0	uniform	
kSyCb1		log	83499.84044508371	8350232.994743195	2229114.069392182	1	0	uniform	
