parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	hierarchicalOptimization	objectivePriorType	objectivePriorParameters
kPhRbD		log	1.3000000000001828e-16	9.20999999999979e-13	2.0498597299859006e-14	1	0	uniform	
kPhRbE		log	1.1499999999999747e-14	4.220000000000112e-12	1.1829803802454493e-13	1	0	uniform	
kDpRb		log	0.0001390000000000003	0.013899951000000148	0.0024002436171793435	1	0	uniform	
kPhRb		log	3.4500000000002466e-14	3.450000000000279e-12	4.047818513295476e-14	1	0	uniform	
kSyCe1		log	2773.270541999968	16699678.070000594	7086334.220548069	1	0	uniform	
kSyCe2		log	0.008399488000000026	83.20022066000024	1.826549425949344	1	0	uniform	
kDeCe		log	1.3900000000000382e-05	0.0013900020000000013	0.00040556000846381625	1	0	uniform	
kDiE2fRb		log	3.470000000000211e-05	0.0034700019999999968	0.00149841512873409	1	0	uniform	
kAsE2fRb		log	2.7900000000003345e-13	2.7900000000003608e-11	5.095759713796407e-13	1	0	uniform	
kSyE2f1		log	83499.8404500019	835048195.1999506	491438.17690590303	1	0	uniform	
kSyE2f2		log	0.21832889400000155	1390.0013539999825	14.14462538349675	1	0	uniform	
kDeE2f1		log	1.8299999999999964e-05	0.06930349100000076	0.0007020600551045321	1	0	uniform	
kDeE2f2		log	1.8936395759717273e-19	2.300000000000188e-15	2.295798227691783e-19	1	0	uniform	
kPhE2f		log	1.9000000000001896e-13	2.299999999999994e-11	1.5197341139135648e-12	1	0	uniform	
kDpE2f2		log	7.34000000000079e-16	1.859999999999984e-11	5.753996431693019e-14	1	0	uniform	
kSyEmi1		log	416982.6945000045	41699512.65999636	1410703.1635348438	1	0	uniform	
kSyEmi2		log	0.693000194	69.29965999999959	3.9904058057207816	1	0	uniform	
kDeEmi1		log	3.530000000000403e-07	3.5300000000000783e-05	2.1243469873743826e-05	1	0	uniform	
kDeEmi2		log	6.930000000000749e-07	6.93000000000005e-05	3.50181101540529e-05	1	0	uniform	
kDeEmi3		log	0.0034700019999999968	0.34700017300000147	0.0036577229044704733	1	0	uniform	
kPhEmiA		log	5.750000000000042e-19	5.750000000000095e-17	8.383723887792884e-19	1	0	uniform	
kPhEmiB		log	8.83000000000013e-15	2.879999999999979e-12	3.770317018637122e-14	1	0	uniform	
kDpEmi		log	9.799084507043047e-10	3.4700000000001786e-07	8.153465363854867e-09	1	0	uniform	
kSyCa1		log	83499.8404500019	38511554.16999967	630993.4469432648	1	0	uniform	
kSyCa2		log	0.10400045600000125	62.13729163999943	0.18688708931583733	1	0	uniform	
kDeCa1		log	1.0500000000000258e-10	1.0500000000000435e-06	1.0809625318042503e-10	1	0	uniform	
kDeCa2		log	7.450000000000545e-14	7.450000000000587e-12	4.897190142335504e-13	1	0	uniform	
kDeCa3		log	2.2900000000002964e-17	1.0999999999999655e-13	7.500869415100854e-17	1	0	uniform	
kDpCdh		log	0.0003469989999999992	0.034699847000000214	0.009925703232199315	1	0	uniform	
kPhCdhA		log	2.880000000000249e-14	4.250000000000528e-12	4.345335864325768e-14	1	0	uniform	
kPhCdhE		log	1.1500000000001384e-17	8.229999999999678e-14	2.84303716018869e-17	1	0	uniform	
kPhCdhB		log	2.880000000000352e-17	2.880000000000109e-13	6.625954409015506e-17	1	0	uniform	
kDiACE		log	5.960000000000092e-06	0.034699847000000214	0.009250647526897913	1	0	uniform	
kAsACE		log	1.1099999999999449e-13	5.7500000000000297e-08	6.151380008462165e-10	1	0	uniform	
kDiACdh		log	3.460498674292183e-07	3.470000000000211e-05	1.402454111324522e-05	1	0	uniform	
kAsACdh		log	2.539999999999982e-14	2.330000000000111e-10	1.0550232682695909e-10	1	0	uniform	
kPhCeA		log	2.7800000000002148e-18	1.1500000000000266e-15	2.620888977978505e-17	1	0	uniform	
kPhCeE		log	1.1218137254902807e-20	1.1500000000000865e-16	2.3823202263525463e-17	1	0	uniform	
kPhFoxE		log	1.1500000000001384e-17	1.1500000000001556e-13	1.0510265000334875e-16	1	0	uniform	
kPhFoxA		log	1.1500000000000865e-16	9.949999999999914e-13	3.5839424930338454e-15	1	0	uniform	
kPhFoxB		log	5.750000000000149e-15	5.750000000000774e-13	4.910980783860015e-14	1	0	uniform	
kDpFox		log	1.8700000000001342e-08	1.8700000000001483e-06	1.043865507050718e-06	1	0	uniform	
kSyCb1		log	83499.8404500019	8350232.995000384	3290730.1964710345	1	0	uniform	
kSyCb2		log	0.10400045600000125	10.400043619999892	9.743035894437009	1	0	uniform	
kDeCb1		log	6.929999999999671e-08	6.9299999999997354e-06	3.3318205418490687e-06	1	0	uniform	
kDeCb2		log	1.4400000000000264e-16	1.440000000000188e-14	8.00071950353378e-15	1	0	uniform	
kDeCb3		log	1.4399999999999615e-15	1.4400000000001234e-13	3.602988998532041e-15	1	0	uniform	
kPhEnsa		log	1.1500000000000266e-15	1.1500000000001556e-13	2.427396882310896e-14	1	0	uniform	
kDpEnsa		log	3.59999999999987e-05	0.34701058300000404	0.003310183621755314	1	0	uniform	
kPhGw		log	1.0414504787547716e-12	1.0414504787548887e-10	1.1387010036656832e-12	1	0	uniform	
kDpGw1		log	0.00017299999999999906	0.01729997900000004	0.014708615978445992	1	0	uniform	
kDpGw2		log	1.1500000000000413e-13	1.1500000000000521e-11	1.6416786938415322e-13	1	0	uniform	
kWee1		log	4.4000000000004386e-20	1.1500000000000865e-16	2.606619775961572e-19	1	0	uniform	
kWee2		log	1.1499999999999747e-14	1.1499999999999962e-10	1.2939912201276472e-12	1	0	uniform	
kPhWeeA		log	1.1500000000000266e-15	4.970000000000052e-12	1.9565028156299562e-14	1	0	uniform	
kPhWeeB		log	3.2199999999998946e-15	3.1900000000001545e-11	4.573780127720309e-13	1	0	uniform	
kDpWee		log	1.1500000000001556e-13	1.1500000000001665e-11	1.119399815646007e-11	1	0	uniform	
kCdc25_1		log	1.1500000000000865e-16	1.1499999999999747e-14	9.724813016347678e-15	1	0	uniform	
kCdc25_2		log	1.1499999999999747e-14	1.150000000000104e-12	8.507121133147221e-14	1	0	uniform	
kDpCdc25		log	1.1500000000001556e-13	1.4400000000000019e-09	5.149196192122732e-12	1	0	uniform	
kDipEB55		log	4.7099999999999653e-07	0.0013833820000000074	0.0006705088559928423	1	0	uniform	
kAspEB55		log	1.7000000000000387e-13	6.560000000000388e-10	1.562216696447507e-11	1	0	uniform	
kSyCdc_1		log	1561.849756	8350232.995000384	188529.69687354087	1	0	uniform	
kSyCdc_2		log	0.0012377475164043414	0.13900000000000073	0.13633160497601735	1	0	uniform	
kDeCdc_1		log	2.770000000000352e-06	0.00027700099999999954	8.068115005828028e-06	1	0	uniform	
kDeCdc_2		log	4.755763379712935e-21	4.755763379713023e-17	4.610978437870016e-17	1	0	uniform	
kDipACdc		log	0.008660178	86.60356003658627	0.08621543847301902	1	0	uniform	
kAspACdc		log	8.010000000000574e-14	1.2400000000000136e-10	6.814088938821984e-11	1	0	uniform	
kPhApcA		log	3.1900000000002804e-14	3.1900000000002984e-12	1.1583597083556922e-13	1	0	uniform	
kDpApc_1		log	0.0	0.03000000000000005	0.0	1	0	uniform	
kDpApc_2		log	5.750000000000461e-14	5.750000000000828e-11	2.0260969338382846e-12	1	0	uniform	
