parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	hierarchicalOptimization	objectivePriorType	objectivePriorParameters
kPhRbD		log	1.3000000000484096e-16	9.20999999958905e-13	1.9623426350359928e-14	1	0	uniform	
kPhRbE		log	1.1500000000477029e-14	4.219999999918253e-12	1.8544208459097922e-13	1	0	uniform	
kDpRb		log	0.00013900000000466794	0.013899951000438691	0.002405243996625366	1	0	uniform	
kPhRb		log	4.0499999999444393e-16	4.0499999999926785e-14	1.6196262622001735e-14	1	0	uniform	
kSyCe1		log	2773.2705420414277	16699678.07074037	7708106.368197988	1	0	uniform	
kSyCe2		log	0.00839948799976056	83.20022066107263	3.176582314895824	1	0	uniform	
kDeCe		log	1.3900000000384037e-05	0.0013900019999883951	0.0006880688730531333	1	0	uniform	
kDiE2fRb		log	3.470000000039771e-05	0.003470001999842668	0.0012590053816877002	1	0	uniform	
kAsE2fRb		log	2.789999999970202e-13	2.7900000000034236e-11	5.108125287175413e-13	1	0	uniform	
kSyE2f1		log	83499.8404534503	835048195.2401996	1847592.8581128868	1	0	uniform	
kSyE2f2		log	0.21832889401007305	1390.001353965274	14.19251615537432	1	0	uniform	
kDeE2f1		log	1.830000000030924e-05	0.06930349099824601	0.0006936010751446807	1	0	uniform	
kDeE2f2		log	1.8900000000289469e-19	2.2999999999438393e-15	1.9551640705428375e-19	1	0	uniform	
kPhE2f		log	1.8999999999053768e-13	2.299999999998613e-11	2.555628257520223e-12	1	0	uniform	
kDpE2f2		log	7.339999999840781e-16	1.860000000017469e-11	5.142946392821711e-13	1	0	uniform	
kSyEmi1		log	416982.6944917478	41699512.66040924	1334350.734796699	1	0	uniform	
kSyEmi2		log	0.6930001940346452	69.2996600014611	4.023430800951605	1	0	uniform	
kDeEmi1		log	3.530000000046291e-07	3.5300000000883304e-05	1.740170658693643e-05	1	0	uniform	
kDeEmi2		log	6.929999999698597e-07	6.929999999781127e-05	3.491763044367432e-05	1	0	uniform	
kDeEmi3		log	0.003470001999842668	0.34700017299178454	0.004002947850135122	1	0	uniform	
kPhEmiA		log	5.749999999871262e-19	5.74999999993971e-17	8.3563801360611915e-19	1	0	uniform	
kPhEmiB		log	8.829999999954204e-15	2.8799999999444e-12	5.78012309163841e-14	1	0	uniform	
kDpEmi		log	8.14999999994816e-09	2.885765306206891e-06	2.5931846486668613e-07	1	0	uniform	
kSyCa1		log	83499.8404534503	38511554.16822045	595494.6302310568	1	0	uniform	
kSyCa2		log	0.10400045600363919	62.13729163959242	0.19532553064606842	1	0	uniform	
kDeCa1		log	1.049999999969575e-10	1.0499999999945842e-06	1.0845530544956177e-10	1	0	uniform	
kDeCa2		log	7.450000000187539e-14	7.450000000276248e-12	6.02505094982946e-13	1	0	uniform	
kDeCa3		log	1.561363636318159e-20	7.499999999673843e-17	1.9322800919263593e-20	1	0	uniform	
kDpCdh		log	0.00034699899998818384	0.03469984699864484	0.009031513982397878	1	0	uniform	
kPhCdhA		log	2.8799999999100965e-14	4.249999999966948e-12	3.0325331143250164e-14	1	0	uniform	
kPhCdhE		log	1.7000559806701424e-21	1.2166487583453778e-17	1.1500000000271607e-17	1	0	uniform	
kPhCdhB		log	6.629999999848776e-21	6.630000000006668e-17	1.6431387776037112e-20	1	0	uniform	
kDiACE		log	5.959999999922616e-06	0.03469984699864484	0.009210492851485426	1	0	uniform	
kAsACE		log	1.1099999999981703e-13	5.7500000002478636e-08	6.072150455801361e-10	1	0	uniform	
kDiACdh		log	3.459999999960856e-07	3.470000000039771e-05	3.8416188824203563e-07	1	0	uniform	
kAsACdh		log	2.5399999999649333e-14	2.3299999999134337e-10	1.0565269650062749e-10	1	0	uniform	
kPhCeA		log	6.333565217267913e-20	2.620000000067512e-17	8.00873727199779e-20	1	0	uniform	
kPhCeE		log	2.317913043384923e-21	2.380000000036637e-17	6.763020002423475e-21	1	0	uniform	
kPhFoxE		log	1.1500000000271607e-17	1.1500000000545517e-13	5.146550451113271e-16	1	0	uniform	
kPhFoxA		log	1.1500000000340053e-16	9.949999999523332e-13	3.758393373307252e-15	1	0	uniform	
kPhFoxB		log	5.750000000008197e-15	5.750000000076686e-13	5.2062833092365504e-14	1	0	uniform	
kDpFox		log	1.039999999999048e-08	1.0400000000114316e-06	1.2661666265060598e-08	1	0	uniform	
kSyCb1		log	83499.8404534503	8350232.994744856	3334103.63234601	1	0	uniform	
kSyCb2		log	0.10400045600363919	10.400043620319279	9.821789737367855	1	0	uniform	
kDeCb1		log	6.929999999657325e-08	6.929999999739868e-06	3.1760939401853715e-06	1	0	uniform	
kDeCb2		log	1.4400000000242247e-16	1.4400000000413714e-14	8.334985061353983e-15	1	0	uniform	
kDeCb3		log	1.4400000000327954e-15	1.440000000049947e-13	3.6354759177029e-15	1	0	uniform	
kPhEnsa		log	1.1500000000408582e-15	1.1500000000545517e-13	4.3680285103096234e-14	1	0	uniform	
kDpEnsa		log	3.600000000029389e-05	0.3470105830143217	0.003253928755627661	1	0	uniform	
kPhGw		log	1.1400000000116697e-14	1.140000000025244e-12	9.157178635852808e-13	1	0	uniform	
kDpGw1		log	0.0001729999999942035	0.017299978999169123	0.010113965690218529	1	0	uniform	
kDpGw2		log	1.1500000000545517e-13	1.1499999999532472e-11	5.831635846395329e-13	1	0	uniform	
kWee1		log	1.1111209244032679e-21	2.904066052629251e-18	4.3999999998099166e-20	1	0	uniform	
kWee2		log	1.1500000000477029e-14	1.1499999999600918e-10	1.3017571828897481e-12	1	0	uniform	
kPhWeeA		log	1.1500000000408582e-15	4.970000000099461e-12	1.8342113545738214e-14	1	0	uniform	
kPhWeeB		log	3.219999999853077e-15	3.190000000120422e-11	4.645460983016588e-13	1	0	uniform	
kDpWee		log	1.1500000000545517e-13	1.1499999999532472e-11	1.0994520264462737e-11	1	0	uniform	
kCdc25_1		log	1.1500000000340053e-16	1.1500000000477029e-14	8.643886141712575e-15	1	0	uniform	
kCdc25_2		log	1.1500000000477029e-14	1.1499999999463984e-12	8.403198737625632e-14	1	0	uniform	
kDpCdc25		log	1.1500000000545517e-13	1.4399999999402428e-09	5.11173743092006e-12	1	0	uniform	
kDipEB55		log	4.7100000001412694e-07	0.0013833820000049455	0.000732666975137735	1	0	uniform	
