time(s),fx
75288,-9854.3
75441,-9854.3
75750,-9854.3
75903,-9854.3
76652,-9854.3
78516,-9854.3
79848,-9854.3
80331,-9854.3
80431,-9865.1
80559,-9865.1
80766,-9865.1
80892,-9865.1
82477,-9865.1
82782,-9865.1
82885,-9865.1
84035,-9865.1
84086,-9865.1
84521,-9869.3
84893,-9869.3
85073,-9869.3
85692,-9869.3
86072,-9869.3
87373,-9869.3
87434,-9869.3
87434,-9869.3
87560,-9869.3
87560,-9869.3
88018,-9869.3
88018,-9869.3
88024,-9869.3
88482,-9869.3
88482,-9869.3
92689,-9871.3
92752,-9871.3
92809,-9871.3
93092,-9871.3
93343,-9871.3
94158,-9871.3
94706,-9871.3
95553,-9885.9
95591,-9885.9
95604,-9885.9
95973,-9885.9
96236,-9885.9
96236,-9885.9
96291,-9885.9
97432,-9885.9
99151,-9885.9
99731,-9885.9
99731,-9885.9
1.00E+05,-9885.9
1.02E+05,-9885.9
1.02E+05,-9885.9
1.04E+05,-9888
1.04E+05,-9888
1.04E+05,-9888
1.04E+05,-9888
1.04E+05,-9888
1.04E+05,-9888
1.04E+05,-9888
1.07E+05,-9888
1.08E+05,-9890.5
1.08E+05,-9890.5
1.08E+05,-9890.5
1.08E+05,-9890.5
1.08E+05,-9890.5
1.08E+05,-9890.5
1.09E+05,-9890.5
1.09E+05,-9890.5
1.09E+05,-9890.5
1.11E+05,-9890.5
1.12E+05,-9890.5
1.15E+05,-9898.6
1.15E+05,-9898.6
1.15E+05,-9898.6
1.16E+05,-9898.6
1.16E+05,-9898.6
1.17E+05,-9898.6
1.17E+05,-9898.6
1.17E+05,-9900.8
1.17E+05,-9900.8
1.17E+05,-9900.8
1.17E+05,-9900.8
1.17E+05,-9900.8
1.18E+05,-9900.8
1.18E+05,-9900.8
1.20E+05,-9900.8
1.22E+05,-9904.8
1.22E+05,-9904.8
1.22E+05,-9904.8
1.22E+05,-9904.8
1.22E+05,-9904.8
1.22E+05,-9904.8
1.24E+05,-9904.8
1.24E+05,-9904.8
1.25E+05,-9908.6
1.25E+05,-9908.6
1.25E+05,-9908.6
1.25E+05,-9908.6
1.26E+05,-9908.6
1.26E+05,-9908.6
1.26E+05,-9908.6
1.28E+05,-9908.6
1.29E+05,-9908.6
1.29E+05,-9908.6
1.29E+05,-9908.6
1.30E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.44E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.45E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.46E+05,-9912.5
1.47E+05,-9912.5
1.47E+05,-9912.5
1.47E+05,-9912.5
1.47E+05,-9912.5
1.47E+05,-9912.5
1.48E+05,-9912.5
1.48E+05,-9912.5
1.48E+05,-9912.5
1.48E+05,-9912.5
1.48E+05,-9914.4
1.48E+05,-9914.4
1.48E+05,-9914.4
1.48E+05,-9914.4
1.48E+05,-9914.4
1.48E+05,-9914.4
1.48E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.49E+05,-9914.6
1.50E+05,-9914.6
1.50E+05,-9914.6
1.50E+05,-9914.6
1.51E+05,-9914.8
1.51E+05,-9914.8
1.51E+05,-9914.8
1.51E+05,-9914.8
1.51E+05,-9915.9
1.51E+05,-9915.9
1.51E+05,-9915.9
1.52E+05,-9915.9
1.52E+05,-9915.9
1.52E+05,-9916.2
1.52E+05,-9916.2
1.52E+05,-9916.2
1.52E+05,-9916.2
1.52E+05,-9916.2
1.53E+05,-9916.2
1.53E+05,-9916.2
1.53E+05,-9916.2
1.53E+05,-9916.2
1.53E+05,-9916.2
1.53E+05,-9916.4
1.53E+05,-9916.4
1.55E+05,-9917.4
1.55E+05,-9917.4
1.55E+05,-9917.4
1.55E+05,-9917.4
1.55E+05,-9917.4
1.55E+05,-9917.4
1.55E+05,-9917.4
1.56E+05,-9917.4
1.56E+05,-9918.9
1.56E+05,-9918.9
1.56E+05,-9918.9
1.56E+05,-9918.9
1.57E+05,-9918.9
1.57E+05,-9918.9
1.57E+05,-9918.9
1.58E+05,-9918.9
1.58E+05,-9921.2
1.58E+05,-9921.2
1.58E+05,-9921.2
1.58E+05,-9921.2
1.59E+05,-9921.2
1.59E+05,-9921.2
1.59E+05,-9921.2
1.59E+05,-9921.2
1.59E+05,-9921.2
1.59E+05,-9921.6
1.59E+05,-9921.6
1.59E+05,-9921.6
1.59E+05,-9921.6
1.60E+05,-9921.6
1.60E+05,-9921.6
1.60E+05,-9921.6
1.60E+05,-9921.6
1.61E+05,-9921.6
1.61E+05,-9921.6
1.62E+05,-9922
1.62E+05,-9922
1.62E+05,-9922
1.62E+05,-9922
1.62E+05,-9922
1.62E+05,-9922
1.62E+05,-9923.4
1.62E+05,-9923.4
1.63E+05,-9923.4
1.63E+05,-9923.4
1.63E+05,-9923.4
1.64E+05,-9923.4
1.64E+05,-9923.4
1.64E+05,-9923.4
1.64E+05,-9923.4
1.64E+05,-9923.4
1.64E+05,-9923.4
1.65E+05,-9923.4
1.65E+05,-9923.4
1.66E+05,-9925.2
1.66E+05,-9925.2
1.66E+05,-9925.2
1.66E+05,-9925.2
1.66E+05,-9925.2
1.66E+05,-9925.2
1.67E+05,-9925.2
1.67E+05,-9925.2
1.67E+05,-9925.2
1.67E+05,-9925.2
1.67E+05,-9925.2
1.68E+05,-9925.2
1.68E+05,-9925.2
1.69E+05,-9925.2
1.69E+05,-9925.2
1.69E+05,-9925.6
1.69E+05,-9925.6
1.69E+05,-9925.6
1.69E+05,-9925.6
1.70E+05,-9925.6
1.70E+05,-9925.6
1.71E+05,-9925.6
1.71E+05,-9925.6
1.71E+05,-9925.6
1.72E+05,-9925.6
1.72E+05,-9925.6
1.74E+05,-9926.8
1.74E+05,-9926.8
1.74E+05,-9926.8
1.74E+05,-9926.8
1.75E+05,-9926.8
1.75E+05,-9926.8
1.75E+05,-9930.3
1.75E+05,-9930.3
1.75E+05,-9930.3
1.75E+05,-9930.3
1.75E+05,-9930.3
1.76E+05,-9930.3
1.76E+05,-9930.3
1.76E+05,-9930.3
1.76E+05,-9930.3
1.77E+05,-9930.3
1.77E+05,-9930.3
1.77E+05,-9930.3
1.78E+05,-9930.3
1.78E+05,-9930.3
1.81E+05,-9931.2
1.81E+05,-9931.2
1.81E+05,-9931.2
1.81E+05,-9931.2
1.81E+05,-9931.2
1.81E+05,-9931.2
1.82E+05,-9931.2
1.82E+05,-9931.2
1.82E+05,-9931.2
1.83E+05,-9931.2
1.83E+05,-9931.2
1.83E+05,-9931.2
1.84E+05,-9931.2
1.84E+05,-9931.2
1.84E+05,-9931.2
1.85E+05,-9931.2
1.85E+05,-9931.2
1.85E+05,-9931.2
1.85E+05,-9932.8
1.86E+05,-9932.8
1.86E+05,-9932.8
1.86E+05,-9932.8
1.86E+05,-9932.8
1.87E+05,-9932.8
1.88E+05,-9932.8
1.88E+05,-9932.8
1.89E+05,-9932.8
1.89E+05,-9935.6
1.89E+05,-9935.6
1.89E+05,-9935.6
1.89E+05,-9935.9
1.90E+05,-9935.9
1.90E+05,-9935.9
1.90E+05,-9935.9
1.90E+05,-9935.9
1.90E+05,-9935.9
1.91E+05,-9935.9
1.91E+05,-9935.9
1.91E+05,-9935.9
1.92E+05,-9935.9
1.96E+05,-9935.9
1.97E+05,-9936.2
1.97E+05,-9936.2
1.98E+05,-9936.2
1.98E+05,-9936.2
1.99E+05,-9936.2
1.99E+05,-9936.4
1.99E+05,-9936.4
1.99E+05,-9936.4
1.99E+05,-9936.4
2.00E+05,-9936.4
2.01E+05,-9936.4
2.01E+05,-9936.4
2.01E+05,-9936.4
2.01E+05,-9936.4
2.02E+05,-9936.4
2.04E+05,-9936.4
2.05E+05,-9940.9
2.05E+05,-9940.9
2.05E+05,-9940.9
2.05E+05,-9940.9
2.05E+05,-9940.9
2.05E+05,-9940.9
2.05E+05,-9940.9
2.06E+05,-9940.9
2.06E+05,-9940.9
2.08E+05,-9940.9
2.09E+05,-9940.9
2.09E+05,-9940.9
2.11E+05,-9940.9
2.20E+05,-9942.4
2.20E+05,-9942.4
2.20E+05,-9942.4
2.21E+05,-9942.4
2.22E+05,-9942.8
2.22E+05,-9942.8
2.22E+05,-9942.8
2.22E+05,-9942.8
2.23E+05,-9943.1
2.23E+05,-9944.4
2.23E+05,-9944.4
2.23E+05,-9944.4
2.23E+05,-9944.4
2.24E+05,-9944.4
2.24E+05,-9944.4
2.24E+05,-9944.4
2.25E+05,-9944.4
2.25E+05,-9944.4
2.27E+05,-9944.4
2.27E+05,-9944.4
2.28E+05,-9944.4
2.29E+05,-9944.4
2.29E+05,-9945.4
2.29E+05,-9945.4
2.29E+05,-9945.4
2.29E+05,-9945.4
2.31E+05,-9945.4
2.32E+05,-9945.4
2.32E+05,-9945.4
2.33E+05,-9945.4
2.34E+05,-9945.4
2.35E+05,-9945.4
2.36E+05,-9945.4
2.39E+05,-9946.3
2.39E+05,-9946.3
2.40E+05,-9946.3
2.40E+05,-9946.3
2.40E+05,-9946.3
2.40E+05,-9946.3
2.41E+05,-9946.3
2.42E+05,-9946.3
2.43E+05,-9946.3
2.43E+05,-9946.3
2.45E+05,-9950.9
2.45E+05,-9950.9
2.45E+05,-9950.9
2.45E+05,-9950.9
2.45E+05,-9950.9
2.45E+05,-9950.9
2.45E+05,-9950.9
2.46E+05,-9950.9
2.46E+05,-9950.9
2.47E+05,-9950.9
2.47E+05,-9950.9
2.47E+05,-9950.9
2.48E+05,-9950.9
2.49E+05,-9950.9
2.50E+05,-9954.5
2.50E+05,-9954.5
2.50E+05,-9954.5
2.51E+05,-9954.5
2.51E+05,-9958.1
2.52E+05,-9958.1
2.52E+05,-9958.1
2.52E+05,-9958.1
2.52E+05,-9958.1
2.52E+05,-9958.1
2.53E+05,-9958.1
2.53E+05,-9958.1
2.54E+05,-9958.1
2.54E+05,-9958.1
2.56E+05,-9958.1
2.58E+05,-9964
2.88E+05,-9965.8
3.30E+05,-9965.8
3.30E+05,-9965.8
3.30E+05,-9965.8
3.30E+05,-9965.8
3.30E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.31E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.32E+05,-9965.8
3.33E+05,-9965.8
3.33E+05,-9965.8
3.34E+05,-9965.8
3.34E+05,-9965.8
3.34E+05,-9965.9
3.34E+05,-9965.9
3.34E+05,-9965.9
3.34E+05,-9965.9
3.34E+05,-9965.9
3.34E+05,-9965.9
3.35E+05,-9965.9
3.35E+05,-9966.1
3.35E+05,-9966.1
3.35E+05,-9966.1
3.35E+05,-9966.1
3.35E+05,-9966.1
3.35E+05,-9966.3
3.35E+05,-9966.3
3.35E+05,-9966.3
3.35E+05,-9966.3
3.35E+05,-9966.3
3.35E+05,-9966.3
3.35E+05,-9966.4
3.35E+05,-9966.4
3.35E+05,-9966.4
3.36E+05,-9966.4
3.36E+05,-9966.4
3.36E+05,-9966.4
3.36E+05,-9966.5
3.36E+05,-9966.5
3.36E+05,-9966.5
3.36E+05,-9966.5
3.36E+05,-9966.5
3.36E+05,-9966.5
3.36E+05,-9966.8
3.36E+05,-9966.8
3.36E+05,-9966.8
3.36E+05,-9966.8
3.36E+05,-9966.8
3.36E+05,-9966.8
3.36E+05,-9966.8
3.36E+05,-9966.8
3.37E+05,-9966.9
3.37E+05,-9966.9
3.37E+05,-9966.9
3.37E+05,-9966.9
3.37E+05,-9966.9
3.37E+05,-9966.9
3.37E+05,-9966.9
3.38E+05,-9966.9
3.38E+05,-9967.1
3.38E+05,-9967.1
3.38E+05,-9967.1
3.38E+05,-9967.1
3.38E+05,-9967.1
3.38E+05,-9967.1
3.38E+05,-9967.5
3.38E+05,-9967.5
3.38E+05,-9967.5
3.38E+05,-9967.5
3.38E+05,-9968.2
3.39E+05,-9968.2
3.39E+05,-9968.2
3.39E+05,-9968.2
3.39E+05,-9968.5
3.39E+05,-9968.5
3.39E+05,-9968.5
3.39E+05,-9969.1
3.39E+05,-9969.1
3.39E+05,-9969.1
3.39E+05,-9969.1
3.40E+05,-9969.2
3.40E+05,-9969.2
3.40E+05,-9969.2
3.40E+05,-9969.2
3.40E+05,-9969.2
3.40E+05,-9969.6
3.40E+05,-9969.6
3.40E+05,-9969.6
3.40E+05,-9969.6
3.40E+05,-9970
3.40E+05,-9970
3.41E+05,-9970
3.41E+05,-9970
3.41E+05,-9970
3.41E+05,-9970.1
3.41E+05,-9970.1
3.41E+05,-9970.1
3.41E+05,-9970.6
3.41E+05,-9970.6
3.41E+05,-9970.6
3.42E+05,-9970.6
3.42E+05,-9970.6
3.42E+05,-9970.8
3.42E+05,-9970.8
3.42E+05,-9970.9
3.43E+05,-9970.9
3.43E+05,-9970.9
3.43E+05,-9970.9
3.43E+05,-9971.8
3.43E+05,-9971.8
3.43E+05,-9971.8
3.43E+05,-9972.2
3.43E+05,-9972.2
3.43E+05,-9972.2
3.43E+05,-9972.2
3.44E+05,-9972.9
3.44E+05,-9972.9
3.44E+05,-9972.9
3.44E+05,-9972.9
3.44E+05,-9973.3
3.44E+05,-9973.3
3.44E+05,-9973.3
3.44E+05,-9973.3
3.44E+05,-9973.5
3.44E+05,-9973.5
3.45E+05,-9973.5
3.45E+05,-9973.5
3.45E+05,-9973.5
3.45E+05,-9973.6
3.45E+05,-9973.6
3.45E+05,-9973.6
3.45E+05,-9973.6
3.45E+05,-9973.9
3.45E+05,-9973.9
3.46E+05,-9973.9
3.46E+05,-9973.9
3.46E+05,-9973.9
3.46E+05,-9973.9
3.46E+05,-9973.9
3.46E+05,-9973.9
3.47E+05,-9973.9
3.47E+05,-9973.9
3.47E+05,-9973.9
3.47E+05,-9974.2
3.47E+05,-9974.2
3.47E+05,-9974.2
3.47E+05,-9974.2
3.47E+05,-9974.2
3.47E+05,-9974.2
3.48E+05,-9974.3
3.48E+05,-9974.3
3.48E+05,-9974.3
3.48E+05,-9974.3
3.48E+05,-9974.3
3.48E+05,-9974.3
3.48E+05,-9974.3
3.48E+05,-9974.4
3.48E+05,-9974.4
3.48E+05,-9974.4
3.48E+05,-9974.4
3.48E+05,-9974.4
3.48E+05,-9974.4
3.49E+05,-9974.4
3.49E+05,-9974.4
3.49E+05,-9974.4
3.49E+05,-9974.4
3.49E+05,-9974.4
3.49E+05,-9974.4
3.49E+05,-9974.4
3.49E+05,-9974.7
3.49E+05,-9974.7
3.49E+05,-9974.8
3.49E+05,-9974.8
3.49E+05,-9974.8
3.49E+05,-9974.8
3.49E+05,-9974.8
3.49E+05,-9974.8
3.49E+05,-9974.8
3.49E+05,-9974.8
3.50E+05,-9975.4
3.50E+05,-9975.4
3.50E+05,-9975.4
3.50E+05,-9975.4
3.50E+05,-9975.4
3.50E+05,-9975.4
3.50E+05,-9975.4
3.51E+05,-9975.5
3.51E+05,-9975.5
3.51E+05,-9975.5
3.51E+05,-9975.5
3.51E+05,-9975.5
3.51E+05,-9975.5
3.51E+05,-9975.5
3.51E+05,-9976
3.51E+05,-9976
3.51E+05,-9976
3.51E+05,-9976
3.51E+05,-9976
3.51E+05,-9976
3.51E+05,-9976
3.51E+05,-9976
3.51E+05,-9976
3.52E+05,-9976
3.52E+05,-9976.1
3.52E+05,-9976.1
3.52E+05,-9976.1
3.52E+05,-9976.1
3.52E+05,-9976.1
3.52E+05,-9976.1
3.52E+05,-9976.1
3.52E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.4
3.53E+05,-9976.5
3.53E+05,-9976.5
3.53E+05,-9976.5
3.53E+05,-9976.5
3.53E+05,-9976.5
3.54E+05,-9976.5
3.54E+05,-9976.6
3.54E+05,-9976.6
3.54E+05,-9976.6
3.54E+05,-9976.6
3.54E+05,-9976.6
3.54E+05,-9976.6
3.54E+05,-9976.9
3.54E+05,-9976.9
3.55E+05,-9976.9
3.55E+05,-9976.9
3.55E+05,-9976.9
3.55E+05,-9976.9
3.55E+05,-9977
3.55E+05,-9977
3.55E+05,-9977
3.55E+05,-9977
3.55E+05,-9977.2
3.55E+05,-9977.2
3.55E+05,-9977.2
3.55E+05,-9977.2
3.55E+05,-9977.2
3.56E+05,-9977.2
3.56E+05,-9977.2
3.56E+05,-9977.2
3.56E+05,-9977.2
3.56E+05,-9977.2
3.56E+05,-9977.2
3.57E+05,-9977.6
3.57E+05,-9977.6
3.57E+05,-9977.6
3.57E+05,-9977.6
3.57E+05,-9977.6
3.57E+05,-9977.6
3.57E+05,-9977.6
3.57E+05,-9977.6
3.58E+05,-9977.6
3.58E+05,-9977.6
3.58E+05,-9977.6
3.58E+05,-9977.6
3.58E+05,-9977.7
3.58E+05,-9977.7
3.58E+05,-9977.7
3.58E+05,-9978.4
3.58E+05,-9978.4
3.58E+05,-9978.4
3.59E+05,-9978.4
3.59E+05,-9978.4
3.59E+05,-9978.4
3.59E+05,-9978.4
3.59E+05,-9978.4
3.59E+05,-9978.4
3.60E+05,-9978.4
3.60E+05,-9978.4
3.60E+05,-9978.6
3.60E+05,-9978.6
3.60E+05,-9978.6
3.60E+05,-9978.6
3.60E+05,-9978.9
3.61E+05,-9978.9
3.61E+05,-9978.9
3.61E+05,-9978.9
3.61E+05,-9978.9
3.61E+05,-9978.9
3.61E+05,-9978.9
3.61E+05,-9979.2
3.61E+05,-9979.2
3.61E+05,-9979.2
3.61E+05,-9979.2
3.62E+05,-9979.2
3.62E+05,-9979.2
3.62E+05,-9979.2
3.62E+05,-9979.2
3.62E+05,-9979.2
3.62E+05,-9979.2
3.62E+05,-9979.2
3.62E+05,-9979.6
3.62E+05,-9979.6
3.62E+05,-9979.6
3.63E+05,-9979.7
3.63E+05,-9979.7
3.63E+05,-9979.7
3.63E+05,-9979.9
3.63E+05,-9979.9
3.63E+05,-9979.9
3.63E+05,-9979.9
3.63E+05,-9979.9
3.64E+05,-9979.9
3.64E+05,-9980
3.64E+05,-9980
3.64E+05,-9980
3.64E+05,-9980
3.64E+05,-9980.4
3.64E+05,-9980.4
3.64E+05,-9980.4
3.64E+05,-9980.4
3.64E+05,-9980.4
3.64E+05,-9980.6
3.65E+05,-9980.7
3.65E+05,-9980.7
3.65E+05,-9980.7
3.65E+05,-9980.7
3.65E+05,-9980.7
3.65E+05,-9980.7
3.65E+05,-9980.9
3.65E+05,-9980.9
3.65E+05,-9980.9
3.66E+05,-9980.9
3.66E+05,-9980.9
3.66E+05,-9980.9
3.66E+05,-9980.9
3.66E+05,-9980.9
3.66E+05,-9980.9
3.66E+05,-9980.9
3.66E+05,-9981
3.66E+05,-9981
3.66E+05,-9981
3.66E+05,-9981.2
3.66E+05,-9981.2
3.66E+05,-9981.2
3.66E+05,-9981.2
3.66E+05,-9981.2
3.66E+05,-9981.2
3.67E+05,-9981.3
3.67E+05,-9981.3
3.67E+05,-9981.3
3.67E+05,-9981.3
3.67E+05,-9981.3
3.67E+05,-9981.3
3.67E+05,-9981.3
3.67E+05,-9981.4
3.67E+05,-9981.4
3.67E+05,-9981.4
3.67E+05,-9981.5
3.67E+05,-9981.5
3.67E+05,-9981.5
3.68E+05,-9981.5
3.68E+05,-9981.5
3.68E+05,-9981.5
3.68E+05,-9981.5
3.68E+05,-9981.7
3.68E+05,-9981.7
3.68E+05,-9981.7
3.68E+05,-9981.7
3.68E+05,-9981.7
3.68E+05,-9981.8
3.68E+05,-9981.8
3.68E+05,-9981.8
3.68E+05,-9981.8
3.68E+05,-9981.8
3.68E+05,-9981.8
3.68E+05,-9981.8
3.68E+05,-9981.8
3.68E+05,-9981.8
3.69E+05,-9982.1
3.69E+05,-9982.1
3.69E+05,-9982.1
3.69E+05,-9982.1
3.69E+05,-9982.1
3.69E+05,-9982.1
3.69E+05,-9982.1
3.69E+05,-9982.1
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.2
3.69E+05,-9982.3
3.69E+05,-9982.3
3.70E+05,-9982.3
3.70E+05,-9982.5
3.70E+05,-9982.5
3.70E+05,-9982.5
3.70E+05,-9982.7
3.70E+05,-9982.7
3.70E+05,-9982.7
3.70E+05,-9982.7
3.70E+05,-9982.7
3.70E+05,-9982.7
3.70E+05,-9982.7
3.70E+05,-9982.7
3.70E+05,-9982.7
3.71E+05,-9982.7
3.71E+05,-9982.7
3.71E+05,-9982.7
3.71E+05,-9982.7
3.71E+05,-9982.7
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.4
3.71E+05,-9983.5
3.71E+05,-9983.5
3.71E+05,-9983.5
3.71E+05,-9983.5
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9983.9
3.72E+05,-9984.1
3.73E+05,-9984.1
3.73E+05,-9984.1
3.73E+05,-9984.4
3.73E+05,-9984.4
3.73E+05,-9984.4
3.73E+05,-9984.4
3.73E+05,-9984.4
3.73E+05,-9984.4
3.73E+05,-9984.4
3.73E+05,-9984.8
3.73E+05,-9985.1
3.73E+05,-9985.1
3.73E+05,-9985.1
3.73E+05,-9985.1
3.73E+05,-9985.1
3.73E+05,-9985.1
3.73E+05,-9985.6
3.74E+05,-9985.6
3.74E+05,-9985.6
3.74E+05,-9985.6
3.74E+05,-9985.6
3.74E+05,-9985.6
3.74E+05,-9985.6
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986
3.74E+05,-9986.4
3.74E+05,-9986.4
3.74E+05,-9986.4
3.75E+05,-9986.4
3.75E+05,-9986.4
3.75E+05,-9986.5
3.75E+05,-9986.5
3.75E+05,-9986.5
3.75E+05,-9986.5
3.75E+05,-9986.5
3.75E+05,-9986.6
3.75E+05,-9986.9
3.75E+05,-9986.9
3.75E+05,-9986.9
3.75E+05,-9986.9
3.75E+05,-9986.9
3.76E+05,-9986.9
3.76E+05,-9986.9
3.76E+05,-9986.9
3.76E+05,-9986.9
3.76E+05,-9986.9
3.76E+05,-9987.1
3.76E+05,-9987.1
3.76E+05,-9987.1
3.76E+05,-9987.1
3.76E+05,-9987.1
3.76E+05,-9987.1
3.76E+05,-9987.1
3.77E+05,-9987.4
3.77E+05,-9987.4
3.77E+05,-9987.4
3.77E+05,-9987.4
